GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,House/Bungalow,Flat/Apartment/BedSit,Caravan/Mobile home/Temperory,% House/Bungalow,% Flat/Apartment/BedSit,% Caravan/Mobile home/Temperory
N00000326,18814,Portavogie,95BB21,Ards,NI,441,5,1,98.7,1.1,0.2
N00000327,18815,Scrabo,95BB22,Ards,NI,110,26,0,80.9,19.1,0
N00000328,18816,Scrabo,95BB22,Ards,NI,97,38,0,71.9,28.1,0
N00000329,18817,Scrabo,95BB22,Ards,NI,128,12,0,91.4,8.6,0
N00000330,18818,Scrabo,95BB22,Ards,NI,201,7,0,96.6,3.4,0
N00000331,18819,Scrabo,95BB22,Ards,NI,212,28,0,88.3,11.7,0
N00000332,18820,Scrabo,95BB22,Ards,NI,81,49,0,62.3,37.7,0
N00000333,18821,Scrabo,95BB22,Ards,NI,104,26,0,80,20,0
N00000334,18822,Scrabo,95BB22,Ards,NI,90,30,0,75,25,0
N00000335,18823,Whitespots,95BB23,Ards,NI,127,10,0,92.7,7.3,0
N00000336,18824,Whitespots,95BB23,Ards,NI,133,1,0,99.3,0.7,0
N00000337,18825,Whitespots,95BB23,Ards,NI,124,2,0,98.4,1.6,0
N00000338,18826,Whitespots,95BB23,Ards,NI,128,4,0,97,3,0
N00000339,18827,Whitespots,95BB23,Ards,NI,124,1,0,99.2,0.8,0
N00000340,18828,Whitespots,95BB23,Ards,NI,140,1,0,99.3,0.7,0
N00000341,18829,Whitespots,95BB23,Ards,NI,132,0,0,100,0,0
N00000342,18830,Whitespots,95BB23,Ards,NI,135,0,0,100,0,0
N00000343,18831,Whitespots,95BB23,Ards,NI,123,0,0,100,0,0
N00000344,18832,Abbey Park,95CC01,Armagh,NI,121,16,0,88.3,11.7,0
N00000345,18833,Abbey Park,95CC01,Armagh,NI,152,17,0,89.9,10.1,0
N00000346,18834,Abbey Park,95CC01,Armagh,NI,208,2,0,99,1,0
N00000347,18835,Abbey Park,95CC01,Armagh,NI,124,28,0,81.6,18.4,0
N00000348,18836,Abbey Park,95CC01,Armagh,NI,127,0,0,100,0,0
N00000349,18837,Abbey Park,95CC01,Armagh,NI,132,29,0,82,18,0
N00000350,18838,Ballymartrim,95CC02,Armagh,NI,184,0,2,98.9,0,1.1
N00000351,18839,Ballymartrim,95CC02,Armagh,NI,149,0,0,100,0,0
N00000352,18840,Ballymartrim,95CC02,Armagh,NI,149,0,0,100,0,0
N00000353,18841,Ballymartrim,95CC02,Armagh,NI,144,0,0,100,0,0
N00000354,18842,Ballymartrim,95CC02,Armagh,NI,146,0,1,99.3,0,0.7
N00000355,18843,Ballymartrim,95CC02,Armagh,NI,156,0,0,100,0,0
N00000356,18844,Callan Bridge,95CC03,Armagh,NI,138,14,0,90.8,9.2,0
N00000357,18845,Callan Bridge,95CC03,Armagh,NI,453,12,0,97.4,2.6,0
N00000358,18846,Callan Bridge,95CC03,Armagh,NI,139,2,0,98.6,1.4,0
N00000359,18847,Callan Bridge,95CC03,Armagh,NI,248,194,0,56.1,43.9,0
N00000360,18848,Carrigatuke,95CC04,Armagh,NI,141,0,1,99.3,0,0.7
N00000361,18849,Carrigatuke,95CC04,Armagh,NI,165,1,0,99.4,0.6,0
N00000362,18850,Carrigatuke,95CC04,Armagh,NI,139,0,3,97.9,0,2.1
N00000363,18851,Carrigatuke,95CC04,Armagh,NI,158,0,2,98.8,0,1.3
N00000364,18852,Carrigatuke,95CC04,Armagh,NI,158,0,2,98.8,0,1.3
N00000365,18853,Carrigatuke,95CC04,Armagh,NI,121,0,0,100,0,0
N00000366,18854,Charlemont,95CC05,Armagh,NI,195,1,1,99,0.5,0.5
N00000367,18855,Charlemont,95CC05,Armagh,NI,141,14,0,91,9,0
N00000368,18856,Charlemont,95CC05,Armagh,NI,181,0,2,98.9,0,1.1
N00000369,18857,Charlemont,95CC05,Armagh,NI,151,4,0,97.4,2.6,0
N00000370,18858,Charlemont,95CC05,Armagh,NI,176,0,2,98.9,0,1.1
N00000371,18859,Charlemont,95CC05,Armagh,NI,152,0,1,99.3,0,0.7
N00000372,18860,Demesne,95CC06,Armagh,NI,135,3,0,97.8,2.2,0
N00000373,18861,Demesne,95CC06,Armagh,NI,181,0,0,100,0,0
N00000374,18862,Demesne,95CC06,Armagh,NI,140,3,0,97.9,2.1,0
N00000375,18863,Demesne,95CC06,Armagh,NI,140,9,0,94,6,0
N00000376,18864,Demesne,95CC06,Armagh,NI,120,5,0,96,4,0
N00000377,18865,Demesne,95CC06,Armagh,NI,123,1,0,99.2,0.8,0
N00000378,18866,Demesne,95CC06,Armagh,NI,123,1,0,99.2,0.8,0
N00000379,18867,Demesne,95CC06,Armagh,NI,166,0,0,100,0,0
N00000380,18868,Derrynoose,95CC07,Armagh,NI,187,1,1,98.9,0.5,0.5
N00000381,18869,Derrynoose,95CC07,Armagh,NI,334,22,0,93.8,6.2,0
N00000382,18870,Derrynoose,95CC07,Armagh,NI,204,0,1,99.5,0,0.5
N00000383,18871,Derrynoose,95CC07,Armagh,NI,160,1,3,97.6,0.6,1.8
N00000384,18872,Derrynoose,95CC07,Armagh,NI,163,2,0,98.8,1.2,0
N00000385,18873,Derrynoose,95CC07,Armagh,NI,153,0,2,98.7,0,1.3
N00000386,18874,Downs,95CC08,Armagh,NI,126,2,0,98.4,1.6,0
N00000387,18875,Downs,95CC08,Armagh,NI,112,22,0,83.6,16.4,0
N00000388,18876,Downs,95CC08,Armagh,NI,595,37,0,94.1,5.9,0
N00000389,18877,Downs,95CC08,Armagh,NI,162,0,0,100,0,0
N00000390,18878,Hamiltonsbawn,95CC09,Armagh,NI,340,9,5,96,2.5,1.4
N00000391,18879,Hamiltonsbawn,95CC09,Armagh,NI,181,1,3,97.8,0.5,1.6
N00000392,18880,Hamiltonsbawn,95CC09,Armagh,NI,553,2,2,99.3,0.4,0.4
N00000393,18881,Hamiltonsbawn,95CC09,Armagh,NI,194,0,0,100,0,0
N00000394,18882,Hockley,95CC10,Armagh,NI,150,1,0,99.3,0.7,0
N00000395,18883,Hockley,95CC10,Armagh,NI,151,0,2,98.7,0,1.3
N00000396,18884,Hockley,95CC10,Armagh,NI,148,0,2,98.7,0,1.3
N00000397,18885,Hockley,95CC10,Armagh,NI,203,0,0,100,0,0
N00000398,18886,Hockley,95CC10,Armagh,NI,175,0,0,100,0,0
N00000399,18887,Hockley,95CC10,Armagh,NI,141,1,0,99.3,0.7,0
N00000400,18888,Keady,95CC11,Armagh,NI,114,12,0,90.5,9.5,0
N00000401,18889,Keady,95CC11,Armagh,NI,118,5,0,95.9,4.1,0
N00000402,18890,Keady,95CC11,Armagh,NI,119,32,0,78.8,21.2,0
N00000403,18891,Keady,95CC11,Armagh,NI,227,17,0,93,7,0
N00000404,18892,Keady,95CC11,Armagh,NI,119,12,0,90.8,9.2,0
N00000405,18893,Keady,95CC11,Armagh,NI,105,16,0,86.8,13.2,0
N00000406,18894,Killeen,95CC12,Armagh,NI,128,0,2,98.5,0,1.5
N00000407,18895,Killeen,95CC12,Armagh,NI,362,2,8,97.3,0.5,2.2
N00000408,18896,Killeen,95CC12,Armagh,NI,153,1,1,98.7,0.6,0.6
N00000409,18897,Killeen,95CC12,Armagh,NI,156,2,0,98.7,1.3,0
N00000410,18898,Killeen,95CC12,Armagh,NI,139,2,3,96.5,1.4,2.1
N00000411,18899,Killylea,95CC13,Armagh,NI,140,0,0,100,0,0
N00000412,18900,Killylea,95CC13,Armagh,NI,147,0,2,98.7,0,1.3
N00000413,18901,Killylea,95CC13,Armagh,NI,137,1,0,99.3,0.7,0
N00000414,18902,Killylea,95CC13,Armagh,NI,135,1,0,99.3,0.7,0
N00000415,18903,Killylea,95CC13,Armagh,NI,165,3,1,97.6,1.8,0.6
N00000416,18904,Killylea,95CC13,Armagh,NI,136,1,0,99.3,0.7,0
N00000417,18905,Laurelvale,95CC14,Armagh,NI,195,0,0,100,0,0
N00000418,18906,Laurelvale,95CC14,Armagh,NI,333,0,0,100,0,0
N00000419,18907,Laurelvale,95CC14,Armagh,NI,148,0,0,100,0,0
N00000420,18908,Laurelvale,95CC14,Armagh,NI,147,0,0,100,0,0
N00000421,18909,Laurelvale,95CC14,Armagh,NI,186,0,0,100,0,0
N00000422,18910,Laurelvale,95CC14,Armagh,NI,182,1,0,99.5,0.5,0
N00000423,18911,Loughgall,95CC15,Armagh,NI,163,1,1,98.8,0.6,0.6
N00000424,18912,Loughgall,95CC15,Armagh,NI,195,2,0,99,1,0
N00000425,18913,Loughgall,95CC15,Armagh,NI,136,0,0,100,0,0
N00000426,18914,Loughgall,95CC15,Armagh,NI,137,1,0,99.3,0.7,0
N00000427,18915,Loughgall,95CC15,Armagh,NI,143,1,1,98.6,0.7,0.7
N00000428,18916,Loughgall,95CC15,Armagh,NI,149,0,1,99.3,0,0.7
N00000429,18917,Loughgall,95CC15,Armagh,NI,158,2,1,98.1,1.2,0.6
N00000430,18918,Markethill,95CC16,Armagh,NI,158,0,2,98.8,0,1.3
N00000431,18919,Markethill,95CC16,Armagh,NI,143,1,1,98.6,0.7,0.7
N00000432,18920,Markethill,95CC16,Armagh,NI,120,1,0,99.2,0.8,0
N00000433,18921,Markethill,95CC16,Armagh,NI,123,28,0,81.5,18.5,0
N00000434,18922,Markethill,95CC16,Armagh,NI,181,1,0,99.5,0.5,0
N00000435,18923,Markethill,95CC16,Armagh,NI,171,9,0,95,5,0
N00000436,18924,Markethill,95CC16,Armagh,NI,185,1,1,98.9,0.5,0.5
N00000437,18925,Milford,95CC17,Armagh,NI,206,0,2,99,0,1
N00000438,18926,Milford,95CC17,Armagh,NI,160,0,2,98.8,0,1.2
N00000439,18927,Milford,95CC17,Armagh,NI,140,0,2,98.6,0,1.4
N00000440,18928,Milford,95CC17,Armagh,NI,137,0,4,97.2,0,2.8
N00000441,18929,Milford,95CC17,Armagh,NI,128,2,0,98.5,1.5,0
N00000442,18930,Milford,95CC17,Armagh,NI,186,2,0,98.9,1.1,0
N00000443,18931,Observatory,95CC18,Armagh,NI,165,8,0,95.4,4.6,0
N00000444,18932,Observatory,95CC18,Armagh,NI,256,36,1,87.4,12.3,0.3
N00000445,18933,Observatory,95CC18,Armagh,NI,135,8,0,94.4,5.6,0
N00000446,18934,Observatory,95CC18,Armagh,NI,133,1,0,99.3,0.7,0
N00000447,18935,Observatory,95CC18,Armagh,NI,122,1,0,99.2,0.8,0
N00000448,18936,Observatory,95CC18,Armagh,NI,119,32,0,78.8,21.2,0
N00000449,18937,Poyntz Pass,95CC19,Armagh,NI,155,0,1,99.4,0,0.6
N00000450,18938,Poyntz Pass,95CC19,Armagh,NI,196,2,0,99,1,0
N00000451,18939,Poyntz Pass,95CC19,Armagh,NI,198,1,1,99,0.5,0.5
N00000452,18940,Poyntz Pass,95CC19,Armagh,NI,168,1,1,98.8,0.6,0.6
N00000453,18941,Poyntz Pass,95CC19,Armagh,NI,154,6,1,95.7,3.7,0.6
N00000454,18942,Poyntz Pass,95CC19,Armagh,NI,165,1,2,98.2,0.6,1.2
N00000455,18943,Rich Hill,95CC20,Armagh,NI,111,2,0,98.2,1.8,0
N00000456,18944,Rich Hill,95CC20,Armagh,NI,123,0,0,100,0,0
N00000457,18945,Rich Hill,95CC20,Armagh,NI,127,1,0,99.2,0.8,0
N00000458,18946,Rich Hill,95CC20,Armagh,NI,133,0,0,100,0,0
N00000459,18947,Rich Hill,95CC20,Armagh,NI,236,22,0,91.5,8.5,0
N00000460,18948,Rich Hill,95CC20,Armagh,NI,122,22,0,84.7,15.3,0
N00000461,18949,Rich Hill,95CC20,Armagh,NI,162,0,0,100,0,0
N00000462,18950,Rich Hill,95CC20,Armagh,NI,103,1,0,99,1,0
N00000463,18951,Tandragee,95CC21,Armagh,NI,324,60,0,84.4,15.6,0
N00000464,18952,Tandragee,95CC21,Armagh,NI,163,0,0,100,0,0
N00000465,18953,Tandragee,95CC21,Armagh,NI,129,8,0,94.2,5.8,0
N00000466,18954,Tandragee,95CC21,Armagh,NI,142,0,0,100,0,0
N00000467,18955,Tandragee,95CC21,Armagh,NI,131,3,0,97.8,2.2,0
N00000468,18956,Tandragee,95CC21,Armagh,NI,114,3,0,97.4,2.6,0
N00000469,18957,Tandragee,95CC21,Armagh,NI,153,7,0,95.6,4.4,0
N00000470,18958,The Mall,95CC22,Armagh,NI,114,24,0,82.6,17.4,0
N00000471,18959,The Mall,95CC22,Armagh,NI,125,2,0,98.4,1.6,0
N00000472,18960,The Mall,95CC22,Armagh,NI,58,89,0,39.5,60.5,0
N00000473,18961,The Mall,95CC22,Armagh,NI,112,2,0,98.2,1.8,0
N00000474,18962,The Mall,95CC22,Armagh,NI,125,11,0,91.9,8.1,0
N00000475,18963,The Mall,95CC22,Armagh,NI,100,25,0,80,20,0
N00000476,18964,The Mall,95CC22,Armagh,NI,117,7,0,94.4,5.6,0
N00000477,18965,Academy,95DD01,Ballymena,NI,291,3,0,99,1,0
N00000478,18966,Academy,95DD01,Ballymena,NI,121,24,0,83.4,16.6,0
N00000479,18967,Academy,95DD01,Ballymena,NI,120,3,0,97.6,2.4,0
N00000480,18968,Academy,95DD01,Ballymena,NI,137,0,0,100,0,0
N00000481,18969,Academy,95DD01,Ballymena,NI,162,20,0,89,11,0
N00000482,18970,Ahoghill,95DD02,Ballymena,NI,101,28,0,78.3,21.7,0
N00000483,18971,Ahoghill,95DD02,Ballymena,NI,117,0,0,100,0,0
N00000484,18972,Ahoghill,95DD02,Ballymena,NI,137,4,0,97.2,2.8,0
N00000485,18973,Ahoghill,95DD02,Ballymena,NI,94,17,0,84.7,15.3,0
N00000486,18974,Ahoghill,95DD02,Ballymena,NI,117,0,0,100,0,0
N00000487,18975,Ahoghill,95DD02,Ballymena,NI,115,0,0,100,0,0
N00000488,18976,Ahoghill,95DD02,Ballymena,NI,137,0,0,100,0,0
N00000489,18977,Ahoghill,95DD02,Ballymena,NI,108,0,0,100,0,0
N00000490,18978,Ahoghill,95DD02,Ballymena,NI,201,0,0,100,0,0
N00000491,18979,Ahoghill,95DD02,Ballymena,NI,168,3,0,98.2,1.8,0
N00000492,18980,Ahoghill,95DD02,Ballymena,NI,160,24,2,86,12.9,1.1
N00000493,18981,Ardeevin,95DD03,Ballymena,NI,136,5,0,96.5,3.5,0
N00000494,18982,Ardeevin,95DD03,Ballymena,NI,327,26,0,92.6,7.4,0
N00000495,18983,Ardeevin,95DD03,Ballymena,NI,137,2,0,98.6,1.4,0
N00000496,18984,Ardeevin,95DD03,Ballymena,NI,296,29,0,91.1,8.9,0
N00000497,18985,Ardeevin,95DD03,Ballymena,NI,337,3,0,99.1,0.9,0
N00000498,18986,Ardeevin,95DD03,Ballymena,NI,130,3,0,97.7,2.3,0
N00000499,18987,Ballee,95DD04,Ballymena,NI,130,0,0,100,0,0
N00000500,18988,Ballee,95DD04,Ballymena,NI,194,63,0,75.5,24.5,0
N00000501,18989,Ballee,95DD04,Ballymena,NI,116,40,0,74.4,25.6,0
N00000502,18990,Ballee,95DD04,Ballymena,NI,71,25,0,74,26,0
N00000503,18991,Ballee,95DD04,Ballymena,NI,134,2,0,98.5,1.5,0
N00000504,18992,Ballee,95DD04,Ballymena,NI,79,32,0,71.2,28.8,0
N00000505,18993,Ballykeel,95DD05,Ballymena,NI,89,5,0,94.7,5.3,0
N00000506,18994,Ballykeel,95DD05,Ballymena,NI,113,2,0,98.3,1.7,0
N00000507,18995,Ballykeel,95DD05,Ballymena,NI,109,7,0,94,6,0
N00000508,18996,Ballykeel,95DD05,Ballymena,NI,135,0,0,100,0,0
N00000509,18997,Ballykeel,95DD05,Ballymena,NI,126,7,0,94.7,5.3,0
N00000510,18998,Ballykeel,95DD05,Ballymena,NI,104,8,0,92.9,7.1,0
N00000511,18999,Ballyloughan,95DD06,Ballymena,NI,155,8,0,95.1,4.9,0
N00000512,19000,Ballyloughan,95DD06,Ballymena,NI,179,0,0,100,0,0
N00000513,19001,Ballyloughan,95DD06,Ballymena,NI,135,0,0,100,0,0
N00000514,19002,Ballyloughan,95DD06,Ballymena,NI,140,3,0,97.9,2.1,0
N00000515,19003,Ballyloughan,95DD06,Ballymena,NI,127,0,0,100,0,0
N00000516,19004,Ballyloughan,95DD06,Ballymena,NI,92,1,0,98.9,1.1,0
N00000517,19005,Ballyloughan,95DD06,Ballymena,NI,127,0,0,100,0,0
N00000518,19006,Broughshane,95DD07,Ballymena,NI,130,2,0,98.5,1.5,0
N00000519,19007,Broughshane,95DD07,Ballymena,NI,120,0,0,100,0,0
N00000520,19008,Broughshane,95DD07,Ballymena,NI,259,23,0,91.8,8.2,0
N00000521,19009,Broughshane,95DD07,Ballymena,NI,161,25,0,86.6,13.4,0
N00000522,19010,Broughshane,95DD07,Ballymena,NI,169,20,0,89.4,10.6,0
N00000523,19011,Broughshane,95DD07,Ballymena,NI,156,0,0,100,0,0
N00000524,19012,Broughshane,95DD07,Ballymena,NI,183,0,0,100,0,0
N00000525,19013,Broughshane,95DD07,Ballymena,NI,141,78,0,64.4,35.6,0
N00000526,19014,Castle Demesne,95DD08,Ballymena,NI,103,20,0,83.7,16.3,0
N00000527,19015,Castle Demesne,95DD08,Ballymena,NI,107,45,0,70.4,29.6,0
N00000528,19016,Castle Demesne,95DD08,Ballymena,NI,79,42,0,65.3,34.7,0
N00000529,19017,Castle Demesne,95DD08,Ballymena,NI,79,59,0,57.2,42.8,0
N00000530,19018,Castle Demesne,95DD08,Ballymena,NI,129,4,0,97,3,0
N00000531,19019,Castle Demesne,95DD08,Ballymena,NI,95,61,0,60.9,39.1,0
N00000532,19020,Castle Demesne,95DD08,Ballymena,NI,83,32,0,72.2,27.8,0
N00000533,19021,Castle Demesne,95DD08,Ballymena,NI,49,111,0,30.6,69.4,0
N00000534,19022,Craigywarren,95DD09,Ballymena,NI,184,0,1,99.5,0,0.5
N00000535,19023,Craigywarren,95DD09,Ballymena,NI,191,1,1,99,0.5,0.5
N00000536,19024,Craigywarren,95DD09,Ballymena,NI,157,0,1,99.4,0,0.6
N00000537,19025,Craigywarren,95DD09,Ballymena,NI,145,1,1,98.6,0.7,0.7
N00000538,19026,Craigywarren,95DD09,Ballymena,NI,157,0,0,100,0,0
N00000539,19027,Craigywarren,95DD09,Ballymena,NI,141,0,0,100,0,0
N00000540,19028,Cullybackey,95DD10,Ballymena,NI,128,1,1,98.5,0.8,0.8
N00000541,19029,Cullybackey,95DD10,Ballymena,NI,161,0,0,100,0,0
N00000542,19030,Cullybackey,95DD10,Ballymena,NI,99,32,1,75,24.2,0.8
N00000543,19031,Cullybackey,95DD10,Ballymena,NI,138,1,0,99.3,0.7,0
N00000544,19032,Cullybackey,95DD10,Ballymena,NI,133,5,0,96.4,3.6,0
N00000545,19033,Cullybackey,95DD10,Ballymena,NI,126,2,0,98.4,1.6,0
N00000546,19034,Cullybackey,95DD10,Ballymena,NI,122,0,0,100,0,0
N00000547,19035,Cullybackey,95DD10,Ballymena,NI,136,15,0,90.1,9.9,0
N00000548,19036,Cullybackey,95DD10,Ballymena,NI,113,10,0,91.9,8.1,0
N00000549,19037,Dunclug,95DD11,Ballymena,NI,89,31,0,74.2,25.8,0
N00000550,19038,Dunclug,95DD11,Ballymena,NI,137,46,0,74.9,25.1,0
N00000551,19039,Dunclug,95DD11,Ballymena,NI,95,7,0,93.1,6.9,0
N00000552,19040,Dunclug,95DD11,Ballymena,NI,97,6,0,94.2,5.8,0
N00000553,19041,Dunclug,95DD11,Ballymena,NI,126,9,0,93.3,6.7,0
N00000554,19042,Dunclug,95DD11,Ballymena,NI,96,9,0,91.4,8.6,0
N00000555,19043,Dunclug,95DD11,Ballymena,NI,97,14,0,87.4,12.6,0
N00000556,19044,Dunclug,95DD11,Ballymena,NI,115,0,0,100,0,0
N00000557,19045,Dunminning,95DD12,Ballymena,NI,175,1,1,98.9,0.6,0.6
N00000558,19046,Dunminning,95DD12,Ballymena,NI,152,0,1,99.3,0,0.7
N00000559,19047,Dunminning,95DD12,Ballymena,NI,132,0,0,100,0,0
N00000560,19048,Dunminning,95DD12,Ballymena,NI,154,2,1,98.1,1.3,0.6
N00000561,19049,Dunminning,95DD12,Ballymena,NI,168,2,0,98.8,1.2,0
N00000562,19050,Dunminning,95DD12,Ballymena,NI,144,0,1,99.3,0,0.7
N00000563,19051,Fair Green,95DD13,Ballymena,NI,351,15,0,95.9,4.1,0
N00000564,19052,Fair Green,95DD13,Ballymena,NI,117,28,0,80.7,19.3,0
N00000565,19053,Fair Green,95DD13,Ballymena,NI,73,57,0,56.2,43.8,0
N00000566,19054,Fair Green,95DD13,Ballymena,NI,109,18,0,85.8,14.2,0
N00000567,19055,Galgorm,95DD14,Ballymena,NI,212,2,0,99.1,0.9,0
N00000568,19056,Galgorm,95DD14,Ballymena,NI,131,0,0,100,0,0
N00000569,19057,Galgorm,95DD14,Ballymena,NI,154,19,0,89,11,0
N00000570,19058,Galgorm,95DD14,Ballymena,NI,128,5,0,96.2,3.8,0
N00000571,19059,Galgorm,95DD14,Ballymena,NI,130,0,1,99.2,0,0.8
N00000572,19060,Galgorm,95DD14,Ballymena,NI,203,1,0,99.5,0.5,0
N00000573,19061,Galgorm,95DD14,Ballymena,NI,132,12,0,91.7,8.3,0
N00000574,19062,Galgorm,95DD14,Ballymena,NI,155,3,0,98.1,1.9,0
N00000575,19063,Glenravel,95DD15,Ballymena,NI,156,12,3,91.2,7,1.8
N00000576,19064,Glenravel,95DD15,Ballymena,NI,134,1,0,99.3,0.7,0
N00000577,19065,Glenravel,95DD15,Ballymena,NI,167,0,0,100,0,0
N00000578,19066,Glenravel,95DD15,Ballymena,NI,250,0,0,100,0,0
N00000579,19067,Glenravel,95DD15,Ballymena,NI,152,0,0,100,0,0
N00000580,19068,Glenravel,95DD15,Ballymena,NI,182,2,0,98.9,1.1,0
N00000581,19069,Glenravel,95DD15,Ballymena,NI,168,1,0,99.4,0.6,0
N00000582,19070,Glenwhirry,95DD16,Ballymena,NI,149,0,4,97.4,0,2.6
N00000583,19071,Glenwhirry,95DD16,Ballymena,NI,126,0,1,99.2,0,0.8
N00000584,19072,Glenwhirry,95DD16,Ballymena,NI,162,3,0,98.2,1.8,0
N00000585,19073,Glenwhirry,95DD16,Ballymena,NI,170,0,1,99.4,0,0.6
N00000586,19074,Glenwhirry,95DD16,Ballymena,NI,165,0,1,99.4,0,0.6
N00000587,19075,Glenwhirry,95DD16,Ballymena,NI,159,1,0,99.4,0.6,0
N00000588,19076,Glenwhirry,95DD16,Ballymena,NI,147,2,1,98,1.3,0.7
N00000589,19077,Grange,95DD17,Ballymena,NI,185,0,0,100,0,0
N00000590,19078,Grange,95DD17,Ballymena,NI,146,0,0,100,0,0
N00000591,19079,Grange,95DD17,Ballymena,NI,162,0,3,98.2,0,1.8
N00000592,19080,Grange,95DD17,Ballymena,NI,192,0,1,99.5,0,0.5
N00000593,19081,Grange,95DD17,Ballymena,NI,180,1,0,99.4,0.6,0
N00000594,19082,Grange,95DD17,Ballymena,NI,133,1,1,98.5,0.7,0.7
N00000595,19083,Grange,95DD17,Ballymena,NI,195,5,2,96.5,2.5,1
N00000596,19084,Harryville,95DD18,Ballymena,NI,123,0,0,100,0,0
N00000597,19085,Harryville,95DD18,Ballymena,NI,110,21,0,84,16,0
N00000598,19086,Harryville,95DD18,Ballymena,NI,138,32,0,81.2,18.8,0
N00000599,19087,Harryville,95DD18,Ballymena,NI,75,42,0,64.1,35.9,0
N00000600,19088,Harryville,95DD18,Ballymena,NI,129,1,0,99.2,0.8,0
N00000601,19089,Harryville,95DD18,Ballymena,NI,143,0,0,100,0,0
N00000602,19090,Harryville,95DD18,Ballymena,NI,119,0,0,100,0,0
N00000603,19091,Kells,95DD19,Ballymena,NI,158,0,0,100,0,0
N00000604,19092,Kells,95DD19,Ballymena,NI,132,0,1,99.2,0,0.8
N00000605,19093,Kells,95DD19,Ballymena,NI,194,10,0,95.1,4.9,0
N00000606,19094,Kells,95DD19,Ballymena,NI,124,2,0,98.4,1.6,0
N00000607,19095,Kells,95DD19,Ballymena,NI,131,1,0,99.2,0.8,0
N00000608,19096,Kells,95DD19,Ballymena,NI,141,0,1,99.3,0,0.7
N00000609,19097,Kells,95DD19,Ballymena,NI,142,0,0,100,0,0
N00000610,19098,Kells,95DD19,Ballymena,NI,147,1,0,99.3,0.7,0
N00000611,19099,Kells,95DD19,Ballymena,NI,133,1,0,99.3,0.7,0
N00000612,19100,Moat,95DD20,Ballymena,NI,219,40,0,84.6,15.4,0
N00000613,19101,Moat,95DD20,Ballymena,NI,89,29,0,75.4,24.6,0
N00000614,19102,Moat,95DD20,Ballymena,NI,38,88,0,30.2,69.8,0
N00000615,19103,Moat,95DD20,Ballymena,NI,26,67,0,28,72,0
N00000616,19104,Moat,95DD20,Ballymena,NI,121,10,0,92.4,7.6,0
N00000617,19105,Moat,95DD20,Ballymena,NI,90,49,0,64.7,35.3,0
N00000618,19106,Park,95DD21,Ballymena,NI,278,14,0,95.2,4.8,0
N00000619,19107,Park,95DD21,Ballymena,NI,142,0,0,100,0,0
N00000620,19108,Park,95DD21,Ballymena,NI,139,0,0,100,0,0
N00000621,19109,Park,95DD21,Ballymena,NI,159,27,0,85.5,14.5,0
N00000622,19110,Park,95DD21,Ballymena,NI,132,36,0,78.6,21.4,0
N00000623,19111,Portglenone,95DD22,Ballymena,NI,130,0,0,100,0,0
N00000624,19112,Portglenone,95DD22,Ballymena,NI,164,2,0,98.8,1.2,0
N00000625,19113,Portglenone,95DD22,Ballymena,NI,107,33,0,76.4,23.6,0
N00000626,19114,Portglenone,95DD22,Ballymena,NI,157,2,0,98.7,1.3,0
N00000627,19115,Portglenone,95DD22,Ballymena,NI,164,0,0,100,0,0
N00000628,19116,Portglenone,95DD22,Ballymena,NI,145,0,0,100,0,0
N00000629,19117,Portglenone,95DD22,Ballymena,NI,146,29,0,83.4,16.6,0
N00000630,19118,Portglenone,95DD22,Ballymena,NI,128,2,0,98.5,1.5,0
N00000631,19119,Slemish,95DD23,Ballymena,NI,140,0,2,98.6,0,1.4
N00000632,19120,Slemish,95DD23,Ballymena,NI,169,0,0,100,0,0
N00000633,19121,Slemish,95DD23,Ballymena,NI,133,7,0,95,5,0
N00000634,19122,Slemish,95DD23,Ballymena,NI,178,1,1,98.9,0.6,0.6
N00000635,19123,Slemish,95DD23,Ballymena,NI,162,0,1,99.4,0,0.6
N00000636,19124,Slemish,95DD23,Ballymena,NI,154,1,1,98.7,0.6,0.6
N00000637,19125,Summerfield,95DD24,Ballymena,NI,283,26,0,91.6,8.4,0
N00000638,19126,Summerfield,95DD24,Ballymena,NI,133,3,0,97.8,2.2,0
N00000639,19127,Summerfield,95DD24,Ballymena,NI,143,1,1,98.6,0.7,0.7
N00000640,19128,Summerfield,95DD24,Ballymena,NI,133,4,0,97.1,2.9,0
N00000641,19129,Summerfield,95DD24,Ballymena,NI,128,2,0,98.5,1.5,0
N00000642,19130,Summerfield,95DD24,Ballymena,NI,148,0,0,100,0,0
N00000643,19131,Ballyhoe and Corkey,95EE01,Ballymoney,NI,148,1,0,99.3,0.7,0
N00000644,19132,Ballyhoe and Corkey,95EE01,Ballymoney,NI,186,0,0,100,0,0
N00000645,19133,Ballyhoe and Corkey,95EE01,Ballymoney,NI,134,2,2,97.1,1.4,1.4
N00000646,19134,Ballyhoe and Corkey,95EE01,Ballymoney,NI,126,1,0,99.2,0.8,0
N00000647,19135,Benvardin,95EE02,Ballymoney,NI,304,5,0,98.4,1.6,0
N00000648,19136,Benvardin,95EE02,Ballymoney,NI,137,0,0,100,0,0
N00000649,19137,Benvardin,95EE02,Ballymoney,NI,134,0,2,98.5,0,1.5
N00000650,19138,Benvardin,95EE02,Ballymoney,NI,241,0,0,100,0,0
